Sequence,Author
"[144.   6.  47.  12. 178.  45. 110. 190. 190. 190.  72. 157. 127.  47.
  47.  47.  30.  78. 156.  47. 156.  78. 156.  45. 124.  28.  93.  28.
  28. 125.  12.  12.  92.  28.  12.  12.  28.  47.  92.  28.  47.  13.
  44.  44. 158. 127. 127. 125.  44.  44. 127. 127.  44.  44.  47.  93.
  12.  12.  15. 124. 120. 124. 124.  15.  15. 124. 124.  28. 125.  12.
 141.  12.  92.  92.  92.  78.  12.  77.  92.  12.  47.  78. 156. 159.
 141.  77.  12.  79.  78.  12.  12.  12.  12.  12. 156. 144.]",0
"[ 67.  12. 185. 121.   0.  20.  13.  45.  79.  92. 172.  77.  73. 159.
  92.  92.  28.  13.  28.  47.  47.  77.  13. 125. 159.  47.  78. 159.
 116.  30. 127. 127. 110. 158. 140. 127.  44.  45. 159. 124.  37.  73.
 159. 120. 124. 159. 124.  60. 157.  47.  31. 159. 159. 159.  76.  20.
  78.  30.  40.  47.  28.  28. 159.  28.  28.  28.  92.  13.  28.  13.
  13.  28.  28.  47.  47.  93.  13.  93. 125.  12.  12.  12.  47.  47.
  28.   7.  28.  41. 125.  28.  93.  12.  12.  67.  67.  67.]",0
"[ 33. 159. 152.  92.  92. 145. 145.  33.  69.  92.  92.  92. 145. 145.
 159.  45. 190. 149.  79.  45.  12.  13.  13.  33.  78.  88.  88.  38.
  78.   0.  13.  12. 100.  12.  13.  45.  12.  45. 120.  79. 124. 127.
 127.  56.  88. 125.  45.  12.  13.  13.  47.  47. 124. 124.  77.  12.
  12.  88.  77. 112.  28.  80.  38.  78.  78.   5. 145.  47.  56.  78.
  17.  17.  13. 145.  88.  80. 190. 183. 156.  71.  78.  78.  12. 152.
 144. 144. 144. 144.]",0
"[185.  12. 125.   5.  12.  92.  12.  13. 124.  12.  13.  93.  78.  28.
  92.  88. 125.  12.  28.  93.  78.  12.  92.  47.  12. 159.  45. 124.
  79.  12.  15. 124.  15.  13. 190.  79.  12. 159.  15.  15.  15.  15.
 125.  92. 127. 157. 125. 157.  78. 125.  78.  45.  14.  92.  28. 157.
  92.  12.  92.  77.  60.  28.  92. 125.  47.   6.  28.  47.  28.  13.
 140.  28.  28.  12.  28.  93.  78.  13.  47.  12.  92.  67.  67.  67.]",0
"[144. 145. 145. 111.  20.  12.  69. 172.  20.  78.  60.  12.  69. 145.
 145.  50. 152.  12.  12. 148.  47.  90.  20.  12.  69. 145. 145.  47.
  47.  47.   8. 112. 112.  12.  12.  12.   8.   3.  80.   5.   0.   5.
  47.  12.   5.  12.  12. 159.  12.  28. 142.  76.  65.  65. 110. 141.
 124.  76. 110. 159.  31. 124.  60.  76.  65.  65.  72.  72. 124.  92.
 110. 159.  31. 124.  60.  76.  65.  65. 159. 159. 159. 120.  32.  32.
  79. 124. 125.   0.   0.   0.  73.  34.  73. 159.  12.  20. 124.  92.
  12. 159. 124. 157. 141.  92.  12. 124. 159. 142.  76.  65.  68.  68.
  13. 125.  94. 157.  44.  13. 127.  47.   8.  36.  12.   8.  28.  47.
  28.  12. 125.  12.  12.  12.  92.  33.  88.  45. 190. 190.  77.  17.
  71.  12.  77.  92.  47.  12. 190.  74. 156.  92.  47.  30. 111.  42.
  47.  41.  78.  45.  37.  77.  47.  78.  92. 145. 145.  47.  13.  13.
 159. 112. 112.  12.  12.  12.  77. 147.  33.  88. 144.  88. 172.  13.
  77.  77.  92.  12.  12.  12.  92. 156. 144. 144.]",0
"[  0.  92.  47.  88.  13.  73.  13. 125.  47.  45. 124.  93.  77.  12.
  13. 124.  28.  15. 124.  28.  12.  13. 125.  47.  93.  12.  28.  28.
  13.  13. 124. 191.  44. 125. 159.  28.  78.  12. 159.  47.  77.  12.
  47.  47.  12. 159.  13.  79.  79.  44. 157. 159. 159.  31.  92.  68.
  92.  92. 127. 127.  44.  88. 125.  60.  28.  92.  92.  28. 140.   9.
  13. 172.  92.  93.  13.  45.  13.  92.  28.  13.  28.  92.  12.  13.
 125.  47.  93.  12.  28.  28.  12.  60. 125.  47.  93.  12.  28.  28.
  92.  67.]",0
"[100.  69. 159.  77.  12.  92. 110.  76.  92. 111.  45. 138.  92. 159.
 159.  12. 156.  88.  77.  12.  92.  93.  28.  28.  28.  13.  92.  13.
  47.  12.  12.  73.  12.  77.  12.  73.  12.  77.  47. 159.  92.  47.
  12.  47. 159. 124. 190.  62.  76. 188.  72.  65.  79. 141.  92.  12.
 191.  92.  78. 121.  44. 158.  44.  13. 159.   5.  12.  12.  47.  47.
  78.  13.  93. 172.  76. 141.  12.  41.  45.  77. 156.  92.  44.  88.
  30.  44.  78. 159. 156.  76. 152. 144.]",0
"[ -1.  -1.   0.   0.   0.   0. 100. 148.  37. 112. 112.  37. 127. 158.
  88.  80.  80.  33.  88.  20.  13. 145. 145.  69. 159. 190. 120. 112.
 112. 112.  88.   0.  92.   5.   5. 147.  38. 180.  78. 119.  92.   0.
  88.  80.  13. 119.  12. 112. 112. 100. 159.   0.   0.  67. 145. 144.
 147.  80.  80. 147.  38. 132. 132.  38.  37. 156. 156.  77.  38.  47.
  41. 145.  92. 152.  50. 145. 144. 144. 145. 132.  39.  32.  32. 120.
 120. 149.  92.  37.  37. 185.  12.  12. 145. 159. 112. 112. 124. 120.
  32. 112.  34. 112.   2.   2.  88.   0.   0.   0.  92.   7.  92.  92.
  28. 172.  13. 151.  44.  88.  56.  47.  47.  60. 158. 144. 144. 144.
  40. 180. 122. 121.  60.  74.  74.  68. 153. 158. 158.  34. 127.  44.
  44. 127.  60.  33.  44.  44.  33.  33.  33.  33.  33. 180. 122. 113.
 113. 113. 113.  68.   7.   7.   7. 172.  92. 157. 122. 127.   7.  80.
  92.   0.   0.  80.   2.   2. 180.  36.  73.   0.   0.  73.  13.  47.
  77. 112. 112.  37. 127. 158.  88.  80.  80.  33.  88.  20.  13. 145.
 145.  69. 159.  39. 124.  37.  37. 112.  88.   0.  92.   5.   5. 147.
  38. 180.  78. 119.  92.   0.  88.  80.  13. 119.  12. 112. 112. 100.
 159.]",0
"[  1.  47.   5. 185.  92.  92.  12. 149.  73. 124. 185.  13.  60.  92.
  12.  47. 125. 159.  12.  13.  45.  12.  92.  47.  60.  37.   5.  12.
  47.  13. 159.  47.  92. 125.  12.  47.  92.  13.  92.  13.  45.   8.
  12.  90.  78.  13.  69.   5. 100.  45.  45.  45.  24.  39. 190. 124.
 120. 120.  12.  12.  12. 185.  88. 185.   5. 106. 106.  24.  41.  13.
 100.   5.   2.  12.   8. 124. 124. 100.   8. 146. 180. 185.  12. 180.
  47.  12.  73. 157.  22. 116.  30.  37.   9.  73. 127.  47.  12.  92.
  78. 159.  92. 180.   1.  47.  41.  77.   2.  68.   5.  73.  41.  12.
  78.  20. 157. 153. 153.  92.  12.  47.  60.  12. 159.  47. 159.  77.
  12.  12.   0.  12.  77.   8.  12.  65.  73.   8. 132.  41. 146.  47.
 121.  77.  82.   8.  77.  78.  77. 146.  38. 180. 180.  -1.  -1.  12.
 125. 121. 121. 110. 183.  12.  33. 180.  12.  73.  93. 185.  47.  12.
  47.  78.  47.  92.  93.  12.  47.  12.  12.  12. 190. 124.  92.  67.
  67.  67.]",0
"[146. 146.  47.   7.  92. 127.  30.  12.  12.  12.  12.  47. 141.  92.
 127.  13. 127. 127.  44.  60.  13.  12.  78.  12.  44.  13. 172.  30.
  78.  12.  12.  92.  12.  47.  78.  12.  28.  12.  92.  68.  60.  47.
  47.  28. 127.  44.  12.  92.  28.  28.  47.  12.  92. 141.  60.  12.
 159.  13.  47.  47.  93. 159.  77.  12.  12.  12.  28.  47. 125.  77.
  77.  78.  12.  47.  13.  12.  47.  13.  12.  47.  12.  28.  47.  47.
  28.  12.  92.  78.  12.  47.  78.  12. 190.  13.  46. 124.  46. 124.
 127.  13.  28.  92.  28.  13.  60.  78. 127.  44.  44.  40.  47.  47.
  92. 127. 127.  14.  13. 190.  14. 127.  28. 127. 127. 127.  78. 127.
  44.  88.  30. 124.  32.  32.]",0
"[  0.   5.  47.  93.  12.  12. 159.  13.  79.  92.  13.  93.  12.  12.
  39.  39.  73.  73.  45.  79.  12.  13.  15.  12. 159.  13. 120.  73.
  12.  13.  77.  12.  76.  45.  30.  92.  45.  77.  92.  47.  60. 127.
  44. 127.  60.  13.  47.  47.  12.  78.  12.  47.  12.  78.  92.  47.
  47. 152.  41.  80. 172. 159.  88.   5.  47.  60.  92. 172.  92.  28.
  92.  47. 127.  28.   5.  60. 119. 119.   5.   5. 125.  12.  13.  93.
  28.  92.  47.  93.  28.  12. 112.   0.]",0
"[144. 132. 100.  30.  40. 108.  60.  20.  41. 159.  76. 142.  44. 157.
  12.  31.  76.   3.  88.  31.  44.  44.  30.  78.   6.  47.  76.  30.
 124.  12.  13.  78.  12.  14.  47.  94.  15.  45. 127.  78.  12.  13.
 124. 142.  47.  78.  78.  77.  92.  12.  44.  94.  92. 190.  79.  79.
  12.  20. 127. 110.  45.  77.  78.  12.  78.  30. 157.  44. 190. 159.
  76. 142.  44. 157.  12.  31.  76.  78. 159.  14.  44. 125.  47.  94.
 124.  46. 127.  78.  28.  93.  15.  14.  92.  93.  12.  13.  60. 127.
  47.  28.  92.  13. 124. 142.  47.  78.  92. 125.  92. 158.  46. 190.
 125.  12. 127.  60. 127. 110.  45.  77.  78.  47.  76.  30. 124.  12.
  13.  78.  13.  47.  76.  30. 124.  12.  28.  78.  40. 144. 144. 144.]",0
"[132.  12.  69.  12.  92.  92.  12. 144.  34.  60.  47. 156. 111.  13.
   6.  47.  92.  28.  12. 159.  90.  47.  12.  41. 124.  92.   5.  32.
 183. 124.  92.  92.  92.  47.  47.  76.  92. 124.  76. 156.  64.  47.
  92.  47.  38. 111. 137.  78.  92.  47.  92.  73.  12.  31.   6. 111.
  69.  12.   5.  92.  72.  13.  69. 145. 145.  92. 156.  88.  30.  88.
 156.  25. 156.  34. 144. 144.   6.  28. 190. 183. 183.  76. 152.  68.
  92.  74. 142. 156.  25.  60.  44. 149.  47.   8.  30.  71. 156. 144.
   6. 190. 156. 189.  12. 110.  31.  29.  44. 188. 188. 178. 112. 117.
  44. 120.  79.  20. 117. 124. 124. 159. 108.  92.  92.  92. 156.  76.
  92.  92. 150.  74.  72. 111.  77. 156.  44.  92.  13.  13. 127. 125.
  12.  13.  47.  38.  71.  44. 125. 109.  44.  13.  28.  78.  78.  78.
  13.  47. 156. 156. 144. 153.  92. 142.  76. 111.  77. 159.  77.  78.
 152.  64.  64.  64.  65. 180. 132.  84.   0.  82.  66. 132. 185.  92.
  44.  31. 124.  92. 178. 111. 156.  12.  47.  12.  12.  12.  12. 132.
  12.  15.  76.  44.  76.  12.  45.  28.  28.  78.  12.  28.  79.  15.
 159. 141.  30.  30.  47.  47.  47.  12.  12. 156. 141. 141.  76.  47.
  44.  79. 124.  12.  20. 111. 156.  13.  92.  47.  44.  79.  92.  28.
  28.  28.  92. 159.  28.  28.  28.  13.  12.  13.  76.  12.  12. 124.
 124.  12.  45.  76.  76. 159. 124.  76.  76.  44.  76.  76. 189.  12.
  78.  47.  12.  15.  93.  12.  15.  93.  47. 156.  33.  47.  47. 190.
  77.   6. 132. 148. 180.  20.  36.  68.  37.  92. 127.  13.  44. 157.
 158. 127. 127. 125. 125.  44.  30.  78.  47.  31.  45. 141.  78.  77.
  30.  78.  92.  47.  12.  28.  30.  12.  15.  45. 124.  15.  12. 159.
 159. 142.  79.  13. 190.  76.  12.  14.  73.  44.  79.  79.  44. 174.
  13. 110. 124.  29.  44.  30.  29. 156. 191.  29.  76.  29. 108.  44.
 110.  79.  12.  44.  12. 159. 190.  12.  76.  69. 185.  92.  76.  44.
  76.  52.  20.  79. 191. 159.  45.  45.   5. 125.  12.  37.  77. 190.
 156.  92.  12.  12.  78.  47.  78. 190.  76.  42.  92.  92. 159.  47.
  13.  12. 190.  53.  50. 159. 190. 159.  78.  44.  92.  44.  92.  88.
  44.  44.  47.  12. 156. 156.  58. 144. 144. 103. 109.  44. 177.  77.
  77.  12. 145. 158.  13.  92.  80.  94.  13. 124. 112.  30.  77.  12.
 145. 157. 157.  44.  33.  29. 189.  76.  65.  77.  77.  12.  69. 159.
  13. 190.  37. 124. 189. 124.  65.  79. 157.  44.  33. 174.  77.  12.
 145. 190.  13. 124. 112. 119.  93.  12.   0.  79. 157.  44.  91. 111.
  76.  65. 158.  13. 158.  92. 159.  13. 190.  37.  30.  77.  12. 145.
 110. 157.  44.  33.  30.  77.  92. 145. 172. 127.  78.  71.   5. 145.
  47.  47.  78.  12.  12.   5.  47.  47. 159.  44. 157.  44.  33.  12.
  77.  12. 145. 145. 190.  31. 156.  44. 144.  34.  18.  52.  65.  79.
  79.  30. 156.   6. 156.   8.  92.  79.  44.  47. 172. 156.  78.  94.
 124.  15.  12. 159.  76. 189. 124.  76.  60.  46. 156.  12.  12.  12.
  28.  12.  12.   6.  77.  60.  44.  12.  92. 152.  45. 156.   8. 159.
 159.  44. 156. 190. 159. 159. 159.  47.  38.  12. 190.  46.  78.  78.
  78.  77.  44.  47.  78. 141.  77.  78.  78.  77.  92.  30.  77.  44.
  44.  12. 190.  76.  92.  92.  76.  13.  45.  12.  45. 190. 159. 190.
  76. 110.  14.  76.  12. 190.  76. 157.  77.  92.  45. 124.  13. 126.
   5.  47.   5.  12. 124.  12.  73.  79.  12.  92. 124. 159.  12.  12.
  12.  13. 124. 127.  44.  44. 125.  56.  47.  12. 124. 127. 127.  13.
  47. 127. 127. 127.  60. 127. 127.  78.  78.  30.  47.   8.  45.  12.
 185.  12. 190.   5. 190.  92.  30.  47.  92.  77.  60.  78.  30.  44.
  78.  71.  12.  45.  39.  12.  12. 145. 145. 145.  69.   8.  20.   5.
 152. 148.  41.  47. 100.  69.   8.  47.  92. 100.  12.  69. 156.  44.
  30.  30.  44.  30.  30.  78.  40. 144. 144. 144.  -1.]",0
"[ -1.  -1.  82.  82.  29.  12.  95. 140. 148. 159.  12. 140. 159. 172.
 159.  12.  29.  93.  79.  12.   8.  28.   8.  12.  28.  15.  13.  12.
  12.  95.  28.  24. 140.  92.  60.  12.  12.  12.  12.  12.  46.  93.
  12.  60.  13.  15.  93.  12. 125.  29. 140. 190.  46.  29.  29. 190.
 124. 112. 112. 140.  95. 140.  92.  92. 108.  95.  28.  95.  12.  12.
  28.  29. 140. 140. 124. 124.  15.  15.  60.  60.  95. 140.  15.  13.
  92.  92. 140.  15.  15. 125.  29.  15. 140.  45.  14.  14. 124.  45.
  13.  45.  46.  46. 172.  45.  60.  12.  45.  45.  15.  46. 124. 124.
 140.  14.  79.  45.  15.  46.  45.  14.  76.  93.  15.  45.  46.  45.
  14. 124. 158. 158.  32. 190.  15.  15.  46.  14. 158.  44.  13.  13.
 110. 110. 158. 140.  46.  46. 140. 190. 190. 112. 112. 112. 112. 112.
  -1. 115.  42.  42.   1.   1.  42.  42.   1.  18.  18.  68.  68.  36.
  36.   4.  46.  12.  12.  42. 180.  15.   6.  60.  60.  60.  60.  60.
 127.  29.  15. 172.  29.  13.  45. 124. 140.  46.  46. 127. 124.  93.
  28.  15. 108.  15.  15. 140.  60.  15. 140.  12.  12.  12.  12.  12.
  12.  12.  12.  12.  12.  12.  12.  15.  15.  15.  12.  12.  12.  12.
  12.  12.  15.  15.  15.  15.  15.  15. 173.  15.  61. 111. 140.  15.
  95.  15.  15.  15.  15.  15.  15.  15.  60.  60.  60.  60.  60.  60.
  15.  15. 140.  95.  15. 140.  15.  60.  95.  15.  15.  60.  60.  29.
 173. 173.  29. 127.  29.  15.  29. 172. 172.  15.  15.  45.  13. 158.
 124. 124.  60.  60. 124. 124. 124.  15.  15.  29.  29.  13.  45.  14.
 127.  29.  15.  46. 124. 190.  29.  29.  93.  93.  29.  29.  93.  93.
  12.  60.  15.  95.  12.  12.  29.  93.  12.  15. 159. 159. 159. 173.
  12. 159. 159.  12.  28.  12.  12.  12.  12.  12.  29.  93.  12.  60.
  15.  15.  93.  12.  29.  93.  12.  12.  42.  12.  12.  12.  12.  12.
  12.  29.  29. 140.  15.  95.  28.   8. 112.  15.  46.  93.  45. 127.
 127.  46. 124. 112. 112. 117.  42.  12. 190. 190.  12.  12. 190.  95.
  95.  15.  12.  12.  29.  29.  12.  12.  12.  12.  15.  46.  46.  15.
  15.  46. 124. 158.  79.  79. 158. 158.  79.  37.  15.  93. 172.  15.
  13.  45. 124. 140.  46.  46.  60.  93.  12.  13.  12.  12.  12.  29.
 190. 190.  12.  12. 190.  42.  15.  95.  60.  95.  15. 125.  12.  29.
  93.  12.  15.  46.  45.  13.  45.  14.  45.  46.  46. 124. 158. 158.
 158. 158. 158. 158.  37.  15.  29. 172.  15.  13.  14. 124. 140.  46.
  46. 127.  13.  47.  60.  56.  95.  15.  15.  15.  60.  95.  15.  15.
  15.  12.  12.  29. 173.  15.  15.  15.  12.  12.  12.  95.  95.  12.
 140.  12. 190. 190.  12.  12. 190.  95.  95.  15. 159.  12.  29.  29.
  12.  12.  12. 159. 159.  95.  28.  12.  30.  43. 126.  12.  29.  29.
 140.  12. 190. 190.  12.  12. 190.  95.  95.  15.  12.  12.  29.  29.
  12.  12.  12.  12.  13.  13.  13.  12. 125.  29.  95.  15.  95.  13.
  13.  13.  13.  12.  60.  15.  15.  15.  15.  15. 140.  95.  95.  60.
  60.  56.  60.  15.  15.  15.  15.  15.  15. 140.  15.  15.  95.  15.
 140.  15.  60.  15.  15.  15.  15. 140.  15.  60.  60.  15.  15. 140.
  95.  95.  15.  15.  15.  29. 172. 172.  29. 127. 127. 127. 127. 127.
 127.  85.  15.  15.  93. 172.  15.  29. 172.  15. 173.  93.  29.  29.
 172. 172.  60.  15.  93.  60.  93.  15.  15.  15.  15.  28.  28.  63.
  63.  28.  28. 111.  14.  92.  92.  92.  28.  47.  78.  78.  47.  47.
  78.  47. 175. 111.  14.  13.  13.  13.  13.  95.  61.  61.  14.  92.
  92.  92.  92.  92.  92. 167.  60.  60. 159.  12.  12.  12.  12.  12.
  12.  12.  12.  12.  12.  12.  12.  12. 190. 190.  12.  12. 190.   1.
  24.  15.  60.  12.  15.  29.  12.  12. 173.  95.  30.  29.  29.  29.
  29.  12.  13.  13.  13.  13.  13. 111.  95.  12.  12.  12.  46.  46.
 190. 142. 190.  12. 148.  42.  95. 140. 140.  24.  46.  12.  12. 142.
  46.  28.  60.  12.  41.  30.  81.  81.  81.  95.  93. 190.  78.  47.
  47.   0.   0.   0.   0.   0.   0.  -1.]",0
"[ -1.  -1. 144.  44.  44.  44.  79.  44.  44.  44. 191.  44.  44.  44.
  79.  44.  44.  44. 191.  44.  44.  44.  79.  44.  44.  44.  44.  77.
  71.  71.  71. 111.  47.  30.  71.  71.  71. 180.  84.  44. 180. 180.
 156.  40. 144. 156. 156. 144. 144. 144. 144. 144.  -1.  -1.  17.  73.
  74. 156. 191.  79. 109.  44.  44.  44.  77. 156. 191.  79. 109.  44.
 103.  77.  13.  44.  77.  77.  77. 156.  44.  13.  13. 124. 124.  44.
 156. 156. 109.  79.  44.  44. 124. 124. 108. 108. 191. 191. 108. 108.
 157.  79.  44.  44.  79.  79.  44.  44. 120.  92. 109.  44.  73.  44.
 156. 156. 144.  12.  77. 156. 190. 159.  76.  76.  76. 189. 189.  76.
  79.  12.  44.  44. 124. 109. 109.  44. 191. 124. 108. 108. 191. 191.
 108. 108. 111. 111. 156.  76.  79.  44. 124.  44.  45.  44.  44.  44.
 149.  44. 189.  76.  20.  31. 157.  44.   4.  44.  44.  44. 120.  92.
 109.  44.  77.  77.  77. 156.  25. 156. 173.  44.  44.  29.  29. 108.
  44.  30.  30.  44.  44.  30.  29.  29. 149.  29.  29.  44.  30. 108.
  29.  44. 110.  79.  44.  44.  79.  79.  44.  44.  79.  79.  44.  44.
  44.  44.  79.  79.  44.  44.  77.  77.  77.  79.  79.  79. 109.  13.
 177.  74.  61. 124. 191.  79. 109.  44.  44. 157. 157.  44. 149.  79.
  79.  79.  79.  79. 157.  44.  79.  79.  44.  44.  79.  79.  44.  44.
  36.  60.  14.  14. 127.  60.  79. 158. 127.  60.  60. 127. 127. 144.
  39.  15.  79.  44.  44.  44.  13. 124.  79.  15.  12.  44. 124.  40.
 124. 124. 124.  79.  44.  44.  32.  32.  32.  32.  32.  32.  32. 120.
 120.  40. 188. 103. 103. 103. 103. 163. 177.  73.  73.  37. 124.  39.
  39.  39.  39. 112.   8.  12.  65.  76. 183. 183. 183. 183. 176.  32.
 144. 183. 183. 183. 183. 183.  76.  76.  76.  76.  76.  65.  65.  65.
  65.  65.  65.   0.  14.  27.  27.  27. 110. 188.  31.  57. 183. 142.
 108.  30. 111. 108. 108. 108. 108.  44.  47.  77.  28.  28. 108. 108.
 108.  23.  23.  63. 124.  63.  45.  77.  30.  30.  30.  96.  96.  96.
  96.  -1.  84. 156. 191. 191. 191. 108. 111. 111. 111. 111. 111.  28.
 109.  77.  31. 141.  30.  30.  44. 191. 191. 191. 191. 108.  76.  76.
  44. 188. 188.  77.  14.  29.  29.  29.  29.  28.  28.  77.  47.  76.
  12.  93.  14.  28. 156. 111. 111. 111. 111.  28. 188.  44.  47.  47.
  47.  47.  47.  47. 111.  44.  44.  44.  44. 156. 156.  47. 189. 189.
 111.  47.  47.  47. 111. 111. 111. 111. 111. 111. 111.  76.  72.  42.
  28.  76.  76.  14.  14.  28.  28.  19. 108. 191.  30.  29.  29.  30.
  30.  44. 156. 191. 191. 191. 109.  13.  44.  44. 108. 108. 189. 189.
  30. 111.  47. 189.  76.  30.  47.  47.  44. 191.  30.  30.  30.  30.
  79. 191.  30. 108.  32.  32.  21.  44.  44. 124.  77.  71. 174. 140.
  31.  14. 164.  69.  12. 110. 124. 177. 177. 132.  30.  77.  47.  30.
  76.  76.  76.  76.  65.   5.  76.  76.  79.  44.  12.  12.  12.  12.
  12.  12.  88. 114.  12.  14.  79.  72. 176. 148.  80.  80.  76.  76.
 183.  76.  76.  31.  76.  92.  60.  65.  26. 144.  44.  44.  79.  44.
 191.  79.  44.  32. 124.  79.  44.  44. 191.  77.  44.  44.  79. 110.
  44.  44.  73.  73.  77. 156. 156. 156. 156. 124. 157.  79.  44.  77.
  44.  47.  44.  44.  79.  76. 111.  30. 124.  44.  77.  44.  77.  44.
  76.  76. 190. 142.  15. 124.  79.  44.  44. 156. 189. 156. 189.  13.
  13.  44.  13. 188.  44.  44.  79.  79.  79.  44.  79. 158.  29.  44.
  44.  44.  47.  44. 156. 156.  47. 143.  77.  44.  47.  44.  77.  47.
  47.  47. 156.  47.  92.  76.  76.  76. 142. 157.  15.  15.  44.  79.
  79. 124. 174.  28.  29.  30.  30. 108.  30.  88.  28.  28.  28.  76.
  62.  31. 140. 143.  30.  28. 141.  76. 190. 109.  30. 191. 191.  30.
 108.  30. 191. 124. 124. 108. 157.  44.  79.  12.  12.  79.  79.  29.
  29.  44.  44.  44.  44.  44. 158.  44.  44.  30. 144.  44. 127. 172.
  44.  44. 127. 127. 127.  29. 156.  44.  44.  44.  44.  44.  40.  32.
  37. 132.  30. 156.  44.  79.  44.  44.  40.  40.  17.  32.  32.  -1.]",0
"[ -1.  -1.   0.  13. 158.  92.   5.  47.  92.  92.  47.  92.  92.  92.
   5.  47.  92.  92.  47.  92.  92.  92. 158.  28.  47. 127.  28.  12.
 119. 119. 119. 159.  78. 119. 119. 119. 119.  36. 132. 121.  20.  20.
  88.   0.   0.  12.  12.   0.   0.   0.   0.   0.  -1.  -1.   0. 121.
   2.  73.  88. 127. 157.  92.   0.  13.  77.  12.  88. 127. 157.  92.
  19. 125.  44.  60.  77.  93.  12.  47.   5.  93. 172.  15.  56.  92.
  78.  47. 157. 172. 158. 158.  56.  47.  12.  12. 172.  47.  12.  12.
 140. 172. 158. 158. 127. 172. 158. 158.  80. 140. 157.  92.  33.  92.
  78.  47.   0.  60.  77.  12. 148.  15. 172. 140.  60.  13. 124. 140.
  56. 127.  92.  60.  44. 157.  44.  60.  56.  47.  12.  12. 172.  47.
  12.  12. 159.  12.  12. 140. 127.  47. 172. 158.  13. 127.  92.  92.
   5.  92.  13.  60.  68.  60.  13.  92.  33.  92.  92.  92.  80. 140.
 157.  92. 119.  93.  12.  47.   0.  12.  71.  69.  50. 111. 156.  12.
   5.  78.  92.  47.  13.  78.  77. 156.   5.  77.  77. 173.  12.  12.
 141. 156. 158. 127.  92.  60.  60. 127.  92.  60. 113.  33.  44.  44.
  44.  44. 127. 127.  44.  44.  30. 125. 125. 127. 127. 127. 125.  78.
  33.   5. 151.  88.  41. 127. 157.   5.   0.  13.  92. 158.   5. 127.
 158.  93.  13. 127.  92.  92. 158. 127.  28.  28. 127. 127.  28.  92.
 153. 122.  93.  61. 175. 108. 158.  14. 175. 108. 108. 175.  92.   0.
  87.  29. 158.  13.  28.  13.  93.  15. 127.  15.  13.  13.  66.   7.
 172.  74.  47. 153.  68.  92.  80.  80.  80.  80.  80.  80.  80.   7.
  33.  88.  44. 151. 151. 151. 144. 144.  33. 121. 121.  85. 172.  87.
  87.  87.  80.  35.  56.  56.  37. 124.  39.  39.  39.  39.  32.   3.
   0.  39.  39.  39.  39.  39. 124. 124. 124. 124. 124. 113. 113. 113.
 113. 113. 113.  48.  62.  27.  27.  27. 127. 158.  79. 149.  39. 190.
 156.  78.  12. 156.  12.  12. 145.  13.  92. 146. 183. 190.  12. 156.
  31.  71.  71. 111.  44.  44.  91. 125.  30.  30.  30. 144. 144. 144.
 144.  -1. 132. 180.  47.  20.   8.   6. 159. 159. 159. 156. 159.  76.
  77.  79.  76.  76.  47.  92. 159.  47.  47.  47.  12. 156.  79.  13.
  92. 156.  60.  31.  92.  77.  45.  77.  12.  76. 156.  13.  12.  79.
  12. 189.  92.  76.  79. 185. 159. 124.  92.  60.  44.  13.  12.  28.
  28.  28.  28.  12.  13.  92.  92.  60.  47.  12.  12.  28.  60.  15.
  92.  28.  47.  12. 124.  12.  12.  45.  12.  92. 124. 124.  32.  90.
  60.  12. 124.  76.  76.  76.  76.  42.  13.  47.  12.  45. 141.  47.
 152. 132.  12.  47.  12.   8. 109.  60.  13.  92. 156.  13. 124.  47.
 159.  12.  92. 124.  12.  47.  12.  13.  78.  12.  13.  30.  12.  13.
 173.  78.  78.  92.   3.   3.  69.  92.  88.  44.  77. 119.  30. 103.
  79.  26.  20. 117.  68. 110.  40.  33.  33. 180. 119. 125.  47.  73.
  14.  14.  39. 124. 140.   9.  14. 100. 158.  44.  47.  60.  60.  15.
  56.  60.  56. 162.  95. 158. 118. 120.  32.   2. 128. 128.  15.  15.
  39. 124. 113.  79. 124.   6.   5. 113.  74.   0.  92.  80. 158.  47.
  56. 127.  92.  80. 172. 127.  13. 158.  47.  12.  92.  92. 158. 158.
  92.  92. 121. 121.  73.  12.  12.  12.  12.  47.  13. 127.  92.  13.
  92.  28.  92.  28. 127.  14. 159.  78. 172.  92.  13.  92.  13.  92.
  46. 124.  46. 190.  29. 172.  13.  13.  47.  12.  15.  12.  79. 125.
 125.  44. 125.  44.  28.  28. 127.  44. 127.  44. 127.  14.  28.  92.
  28.  92.  28.  13.  12.  12.  28. 191.  77.  92.  28. 157.  77.  92.
  28.  28.  12.  28.  37. 124.  60. 124. 190.  13.  29.  29.  13. 127.
 127.  44.  44.  76.  78.  78.  78.  12.  78.   5.  76.  76.  76. 190.
 110.  79.  44.  30.  78.  76.  46. 190. 190.  31.  30.  47.  47.  92.
 156.  78. 172.  13. 172.  12.  13.  92. 127.  60. 127. 127.  44.  28.
 127.  44.  44.  44.  44. 144.  14.  92.  92.  30.   0.  92.  28.  28.
  92.  92. 175. 175. 175.  12.  73.  13.  28.  92.  92.  92.  80.  80.
  33.  35.  78.  12.  92. 158.  92.  92.  80.  88.  80.  80.  80.  -1.]",0
[ 17. 144.  40. ...  32.  32.  32.],0
